"SessionKey","timestamp","Meeting_Key","Meeting_Name","Meeting_OfficialName","Meeting_Location","Meeting_Number","Meeting_Country_Key","Meeting_Country_Code","Meeting_Country_Name","Meeting_Circuit_Key","Meeting_Circuit_ShortName","ArchiveStatus_Status","Key","Type","Name","StartDate","EndDate","GmtOffset","Path","_kf"
"null","null",1254,"Australian Grand Prix","FORMULA 1 LOUIS VUITTON AUSTRALIAN GRAND PRIX 2025","Melbourne",1,5,"AUS","Australia",10,"Melbourne","Generating",9689,"Qualifying","Qualifying","2025-03-15T16:00:00","2025-03-15T17:00:00","11:00:00","2025/2025-03-16_Australian_Grand_Prix/2025-03-15_Qualifying/",True
